Time,Wave Probe C,Wave Probe G,Wave Probe L
98.125,47.60204899,-21.74500682,26.93325532
98.1875,56.05004899,-3.677536819,16.11825532
98.25,77.05804899,29.23999318,15.07215532
98.3125,102.658049,42.35749318,29.23465532
98.375,110.338049,28.74499318,59.89325532
98.4375,95.21804899,25.01699318,89.50575532
98.5,81.90604899,40.11449318,102.6221553
98.5625,71.15404899,39.37199318,105.9856553
98.625,62.70604899,9.424493181,110.8626553
98.6875,40.69004899,-20.26000682,125.2986553
98.75,-3.597951007,-43.77250682,116.0286553
98.8125,-37.37395101,-68.02750682,77.12965532
98.875,-60.94195101,-98.71750682,30.77965532
98.9375,-74.76595101,-131.6355068,1.44074532
99,-84.23795101,-155.3955068,-13.25284468
99.0625,-88.06195101,-179.8975068,-33.06424468
99.125,-91.66195101,-200.6875068,-70.93284468
99.1875,-90.63795101,-216.7755068,-110.3303447
99.25,-89.08595101,-231.1455068,-135.3083447
99.3125,-108.557951,-227.9285068,-144.3203447
99.375,-130.829951,-210.5875068,-150.2433447
99.4375,-137.981951,-186.5805068,-153.5903447
99.5,-126.717951,-163.0675068,-155.1193447
99.5625,-104.957951,-136.3535068,-146.8793447
99.625,-92.68595101,-99.46050682,-129.6263447
99.6875,-95.22995101,-51.69250682,-110.3303447
99.75,-98.57395101,-13.84050682,-99.49934468
99.8125,-97.02195101,-1.465506819,-93.33534468
99.875,-96.78195101,6.454493181,-89.45674468
99.9375,-100.109951,34.17449318,-84.83784468
100,-101.901951,83.17949318,-76.59784468
100.0625,-93.19795101,117.0874932,-61.14784468
100.125,-80.12595101,123.7844932,-43.38034468
100.1875,-67.85395101,138.6344932,-38.47174468
100.25,-62.20595101,172.2794932,-48.77174468
100.3125,-61.18195101,204.4544932,-61.14784468
100.375,-61.69395101,191.5844932,-68.87284468
100.4375,-57.61395101,148.2874932,-69.38784468
100.5,-36.36595101,106.2124932,-63.96424468
100.5625,-13.05395101,83.44249318,-61.40534468
100.625,16.62604899,85.90199318,-53.16534468
100.6875,73.71404899,94.06949318,-28.70284468
100.75,151.298049,76.01749318,5.28715532
100.8125,208.898049,43.09999318,38.76215532
100.875,225.778049,42.85249318,66.07325532
100.9375,194.034049,55.45949318,96.18465532
101,180.210049,50.01449318,135.8396553
101.0625,174.594049,27.75499318,181.6906553
101.125,166.658049,23.03699318,224.9506553
101.1875,140.546049,50.52499318,245.5346553
101.25,103.666049,79.96199318,208.4706553
101.3125,67.84204899,82.69999318,165.9836553
101.375,42.49804899,75.52249318,124.7836553
101.4375,30.19404899,76.26499318,96.44215532
101.5,21.49004899,82.20499318,72.49465532
101.5625,6.898048993,55.21199318,50.10825532
101.625,-2.829951007,-2.440036819,26.41825532
101.6875,5.362048993,-44.02000682,7.36324532
101.75,14.57804899,-62.35050682,-5.51175468
101.8125,1.026048993,-79.18050682,-17.11534468
101.875,-24.84595101,-104.4255068,-27.67284468
101.9375,-48.38195101,-124.4575068,-37.20034468
102,-61.18195101,-131.8825068,-42.07674468
102.0625,-72.44595101,-130.8925068,-41.30424468
102.125,-78.84595101,-132.1305068,-44.15284468
102.1875,-70.90995101,-139.8025068,-53.42284468
102.25,-51.98195101,-145.7425068,-59.60284468
102.3125,-30.46195101,-135.6105068,-61.66284468
102.375,-14.58995101,-113.3205068,-53.93784468
102.4375,-0.525951007,-90.79750682,-38.98674468
102.5,9.730048993,-82.63000682,-26.12784468
102.5625,8.434048993,-83.37250682,-28.96034468
102.625,-10.50995101,-72.49800682,-38.98674468
102.6875,-37.88595101,-51.94000682,-41.04674468
102.75,-67.08595101,-43.27750682,-35.91284468
102.8125,-95.22995101,-47.00550682,-31.26174468
102.875,-119.037951,-38.34300682,-31.77674468
102.9375,-137.213951,-10.36000682,-35.65534468
103,-141.325951,-4.172536819,-43.38034468
103.0625,-131.085951,-32.65050682,-51.62034468
103.125,-115.725951,-68.77000682,-62.95034468
103.1875,-102.909951,-84.11500682,-78.65784468
103.25,-100.109951,-81.88750682,-106.4513447
103.3125,-92.68595101,-84.61000682,-131.6863447
103.375,-81.42195101,-96.75300682,-140.4413447
103.4375,-75.02195101,-107.1325068,-137.1103447
103.5,-64.76595101,-99.95550682,-130.9143447
103.5625,-51.21395101,-82.63000682,-113.9193447
103.625,-40.44595101,-72.74550682,-94.62284468
103.6875,-30.46195101,-72.99300682,-78.65784468
103.75,-14.07795101,-76.44250682,-63.44924468
103.8125,3.330048993,-66.04750682,-40.01674468
103.875,17.15404899,-36.10000682,5.80215532
103.9375,36.86604899,4.489963181,51.39575532
104,52.22604899,34.68499318,70.43465532
104.0625,57.85804899,62.88449318,67.87575532
104.125,46.32204899,115.3694932,57.83325532
104.1875,30.45004899,174.0124932,54.21215532
104.25,19.20204899,215.3444932,49.07825532
104.3125,6.898048993,212.3744932,44.68465532
104.375,-10.25395101,201.2524932,37.98965532
104.4375,-18.70195101,209.6674932,31.80965532
104.5,-6.397951007,232.1894932,28.46215532
104.5625,13.04204899,248.0294932,23.05465532
104.625,27.90604899,245.5394932,16.63325532
104.6875,39.66604899,236.6294932,7.87824532
104.75,61.93804899,230.6894932,4.51465532
104.8125,96.49804899,232.4374932,9.42324532
104.875,129.010049,193.8274932,26.93325532
104.9375,152.306049,147.7924932,55.75715532
105,162.290049,99.77749318,81.52325532
105.0625,171.250049,43.59499318,108.5606553
105.125,192.514049,-17.55300682,142.0356553
105.1875,221.698049,-78.68550682,180.4036553
105.25,235.250049,-125.2155068,208.7286553
105.3125,208.130049,-167.2905068,220.0426553
105.375,161.522049,-200.6875068,222.3756553
105.4375,111.346049,-229.6605068,211.0296553
105.5,62.70604899,-260.5985068,196.3526553
105.5625,22.77004899,-278.9135068,189.1586553
105.625,-12.28595101,-283.8635068,169.5726553
105.6875,-37.37395101,-280.8775068,111.8926553
105.75,-55.29395101,-260.3505068,39.01965532
105.8125,-73.48595101,-238.8185068,-29.99034468
105.875,-103.421951,-220.2555068,-85.61034468
105.9375,-135.933951,-208.8555068,-125.5233447
106,-170.749951,-183.8735068,-161.0583447
106.0625,-204.029951,-157.3905068,-188.3363447
106.125,-224.781951,-122.7405068,-205.5893447
106.1875,-247.309951,-85.86300682,-217.4503447
106.25,-259.325951,-55.91550682,-217.1933447
106.3125,-260.349951,-32.65050682,-211.5113447
106.375,-256.269951,-8.148006819,-213.5713447
106.4375,-249.101951,31.20449318,-215.3903447
106.5,-233.981951,68.59249318,-219.2533447
106.5625,-204.557951,95.80199318,-212.5413447
106.625,-179.453951,114.3794932,-206.8763447
106.6875,-151.549951,133.9174932,-200.7133447
106.75,-119.805951,151.7374932,-183.9753447
106.8125,-89.08595101,158.1724932,-161.8303447
106.875,-64.76595101,162.6424932,-133.2483447
106.9375,-35.08595101,161.1574932,-104.6493447
107,10.75404899,176.2544932,-69.38784468
107.0625,66.56204899,204.7024932,-23.27924468
107.125,123.122049,232.6844932,19.44965532
107.1875,185.330049,244.0544932,58.34825532
107.25,247.298049,249.7624932,104.4246553
107.3125,282.626049,257.4344932,153.6076553
107.375,277.490049,237.1244932,212.0596553
107.4375,261.874049,209.4194932,247.0796553
107.5,239.362049,163.3844932,282.8886553
107.5625,219.122049,106.4594932,295.5056553
107.625,211.186049,58.93999318,304.2606553
107.6875,206.850049,20.32999318,297.3086553
107.75,205.042049,-12.34000682,254.8206553
107.8125,196.082049,-49.96000682,209.9996553
107.875,186.610049,-82.13500682,171.6326553
107.9375,175.618049,-105.4005068,147.4436553
108,161.266049,-119.2755068,133.5386553
108.0625,136.434049,-130.3975068,120.1326553
108.125,94.70604899,-147.2275068,98.77575532
108.1875,57.07404899,-169.0075068,76.63075532
108.25,29.68204899,-185.6055068,61.93715532
108.3125,4.354048993,-191.5455068,45.71465532
108.375,-30.22195101,-190.3085068,32.08325532
108.4375,-65.29395101,-182.8835068,4.51465532
108.5,-94.71795101,-171.2505068,-29.47534468
108.5625,-119.549951,-157.6385068,-55.20924468
108.625,-157.709951,-134.6205068,-77.88534468
108.6875,-198.925951,-114.3105068,-101.5753447
108.75,-223.245951,-100.6975068,-132.2013447
108.8125,-235.005951,-88.58550682,-168.5253447
108.875,-241.405951,-68.02750682,-195.2893447
108.9375,-237.581951,-36.84250682,-210.7553447
109,-238.093951,0.019493181,-223.0993447
109.0625,-228.877951,33.94249318,-229.5363447
109.125,-216.589951,57.70249318,-225.9483447
109.1875,-193.533951,82.94749318,-208.1803447
109.25,-167.933951,109.6624932,-183.2033447
109.3125,-135.677951,139.8724932,-175.2203447
109.375,-93.19795101,176.5024932,-164.6463447
109.4375,-49.42195101,204.7024932,-147.9093447
109.5,3.570048993,201.2524932,-120.8713447
109.5625,63.21804899,192.5894932,-90.74424468
109.625,110.850049,191.5844932,-54.95174468
109.6875,158.978049,185.4124932,-7.82924468
109.75,210.418049,163.8794932,55.75715532
109.8125,230.402049,144.3124932,116.2696553
109.875,220.658049,122.2994932,165.9836553
109.9375,210.418049,96.54449318,208.7286553
110,209.154049,66.85999318,239.6286553
110.0625,212.210049,47.53949318,250.4276553
110.125,199.938049,35.67499318,252.2296553
110.1875,185.586049,23.53199318,254.5636553
110.25,179.186049,16.35449318,243.9896553
110.3125,172.018049,13.39999318,219.5276553
110.375,176.882049,14.37449318,200.4886553
110.4375,174.338049,16.10699318,179.6146553
110.5,148.994049,22.78949318,162.3626553
110.5625,115.970049,33.67949318,142.8086553
110.625,78.08204899,41.10449318,120.1326553
110.6875,46.83404899,43.59499318,102.1071553
110.75,30.19404899,35.92249318,82.27965532
110.8125,15.09004899,19.81949318,70.69215532
110.875,-9.741951007,1.504493181,55.49965532
110.9375,-39.67795101,-22.99800682,27.19075532
111,-64.52595101,-49.71250682,-1.66534468
111.0625,-85.75795101,-69.26500682,-30.74674468
111.125,-101.389951,-91.06050682,-55.46674468
111.1875,-109.069951,-111.8505068,-78.91534468
111.25,-107.277951,-125.9585068,-102.8633447
111.3125,-105.213951,-141.7985068,-118.5703447
111.375,-93.70995101,-162.5725068,-126.0383447
111.4375,-80.39795101,-184.3525068,-129.8843447
111.5,-72.95795101,-195.9855068,-130.6563447
111.5625,-61.18195101,-197.4855068,-121.9013447
111.625,-49.93395101,-198.2285068,-103.8933447
111.6875,-40.44595101,-199.2185068,-89.71424468
111.75,-44.30195101,-194.5005068,-74.00674468
111.8125,-53.50195101,-180.6555068,-58.55674468
111.875,-58.63795101,-156.1375068,-46.47034468
111.9375,-61.96595101,-118.2855068,-41.04674468
112,-69.37395101,-84.36250682,-45.44034468
112.0625,-82.18995101,-49.23300682,-53.16534468
112.125,-93.45395101,-10.60750682,-54.71034468
112.1875,-101.901951,29.48749318,-53.16534468
112.25,-107.533951,75.76999318,-59.86034468
112.3125,-110.093951,122.0524932,-72.97674468
112.375,-115.981951,164.6074932,-83.01924468
112.4375,-122.109951,211.3994932,-88.16924468
112.5,-115.725951,239.3524932,-91.00174468
112.5625,-103.933951,261.8744932,-97.95434468
112.625,-89.59795101,270.7844932,-101.0603447
112.6875,-71.16595101,286.8724932,-94.62284468
112.75,-42.25395101,287.3824932,-81.73174468
112.8125,6.130048993,265.3544932,-60.11784468
112.875,60.67404899,232.6844932,-32.03424468
112.9375,127.730049,200.5094932,1.18324532
113,194.802049,179.9674932,42.89825532
113.0625,232.450049,164.3594932,92.85325532
113.125,257.026049,155.7124932,153.0926553
113.1875,277.234049,146.3074932,214.1356553
113.25,296.706049,131.2094932,263.8336553
113.3125,301.810049,98.29249318,292.1426553
113.375,309.490049,50.01449318,332.3286553
113.4375,303.090049,-4.667536819,326.3896553
113.5,285.426049,-58.12750682,296.5356553
113.5625,249.090049,-93.53550682,275.1476553
113.625,205.570049,-118.2855068,251.7146553
113.6875,152.306049,-134.1255068,226.9946553
113.75,88.05004899,-156.8955068,191.2186553
113.8125,26.11404899,-179.8975068,153.0926553
113.875,-12.28595101,-195.7375068,114.2256553
113.9375,-35.59795101,-203.4255068,61.67965532
114,-61.69395101,-203.6575068,-3.46784468
114.0625,-93.19795101,-201.6775068,-62.95034468
114.125,-132.109951,-204.6635068,-103.3783447
114.1875,-171.005951,-208.6075068,-137.6093447
114.25,-205.069951,-211.5775068,-171.0843447
114.3125,-227.325951,-219.2505068,-195.5463447
114.375,-241.661951,-223.9525068,-208.6953447
114.4375,-249.597951,-215.3055068,-216.6783447
114.5,-247.821951,-198.7235068,-226.2053447
114.5625,-249.101951,-175.4585068,-233.1583447
114.625,-246.285951,-151.2035068,-230.5663447
114.6875,-230.413951,-128.1855068,-229.7943447
114.75,-208.893951,-103.1885068,-226.9783447
114.8125,-182.285951,-77.20050682,-216.1633447
114.875,-160.509951,-48.98550682,-210.7553447
114.9375,-140.045951,-22.00800682,-207.1343447
115,-127.229951,3.994963181,-197.8643447
115.0625,-122.893951,15.36449318,-182.1563447
115.125,-121.341951,23.28449318,-158.7403447
115.1875,-114.701951,28.99249318,-140.1843447
115.25,-102.909951,36.16999318,-129.6263447
115.3125,-86.78195101,46.79699318,-120.3733447
115.375,-66.57395101,46.79699318,-105.6793447
115.4375,-52.23795101,40.60949318,-83.27674468
115.5,-43.02195101,46.05449318,-58.81424468
115.5625,-31.22995101,60.17749318,-26.90034468
115.625,-3.085951007,67.84999318,5.02965532
115.6875,33.79404899,77.23949318,38.50465532
115.75,66.30604899,98.53999318,61.67965532
115.8125,98.03404899,112.3844932,74.57075532
115.875,131.058049,117.0874932,86.14215532
115.9375,159.490049,124.7594932,96.18465532
116,171.506049,145.3174932,107.7886553
116.0625,167.938049,164.8544932,120.9046553
116.125,153.586049,173.7644932,134.0536553
116.1875,139.778049,164.6074932,146.1396553
116.25,140.034049,129.2294932,152.8346553
116.3125,146.162049,92.10499318,148.7306553
116.375,136.434049,55.45949318,137.8996553
116.4375,114.930049,23.53199318,125.0406553
116.5,105.714049,-9.633006819,115.5136553
116.5625,101.362049,-24.23550682,101.8496553
116.625,66.54604899,-26.94250682,85.12825532
116.6875,24.81804899,-33.39300682,63.73965532
116.75,13.55404899,-45.01000682,50.62325532
116.8125,26.88204899,-51.94000682,44.16965532
116.875,27.90604899,-42.78250682,44.68465532
116.9375,16.89804899,-26.20000682,49.07825532
117,21.49004899,-21.49750682,43.15575532
117.0625,37.61804899,-32.15550682,31.80965532
117.125,38.89804899,-43.03000682,22.02465532
117.1875,19.45804899,-49.71250682,13.01215532
117.25,6.642048993,-59.61250682,7.87824532
117.3125,7.154048993,-68.02750682,2.96965532
117.375,8.962048993,-71.75550682,1.44074532
117.4375,-11.53395101,-66.79000682,1.69824532
117.5,-46.60595101,-61.34500682,4.25715532
117.5625,-71.93395101,-62.59800682,0.92574532
117.625,-85.51795101,-72.25050682,-17.35674468
117.6875,-98.31795101,-82.87750682,-42.33424468
117.75,-112.125951,-82.13500682,-64.73674468
117.8125,-120.829951,-73.47250682,-78.40034468
117.875,-117.261951,-68.02750682,-88.68424468
117.9375,-108.557951,-69.26500682,-94.62284468
118,-97.02195101,-62.35050682,-94.36534468
118.0625,-90.38195101,-41.06550682,-101.3183447
118.125,-87.54995101,-27.43750682,-106.7093447
118.1875,-81.42195101,-29.68050682,-110.3303447
118.25,-57.86995101,-33.64050682,-102.8633447
118.3125,-32.52595101,-21.74500682,-86.12534468
118.375,-18.18995101,-4.172536819,-63.19174468
118.4375,1.282048993,6.454493181,-39.24424468
118.5,33.77804899,17.34449318,-23.27924468
118.5625,55.53804899,34.43749318,-4.49784468
118.625,46.06604899,57.70249318,15.07215532
118.6875,24.81804899,70.80449318,24.87325532
118.75,16.37004899,73.54249318,27.19075532
118.8125,15.34604899,68.34499318,26.67575532
118.875,4.850048993,61.89449318,33.62825532
118.9375,-12.28595101,50.02999318,31.55215532
119,-11.02195101,25.77499318,19.70715532
119.0625,-0.525951007,4.737463181,8.90824532
119.125,-2.573951007,-9.385506819,-2.95284468
119.1875,-19.72595101,-18.03250682,-10.67784468
119.25,-33.03795101,-23.74050682,-19.69034468
119.3125,-27.14995101,-24.73050682,-35.91284468
119.375,-9.485951007,-19.02250682,-45.44034468
119.4375,5.618048993,-10.85500682,-43.89534468
119.5,13.29804899,-5.410036819,-31.77674468
119.5625,25.09004899,-11.10250682,-17.09924468
119.625,41.20204899,-21.00250682,2.21324532
119.6875,45.81004899,-33.39300682,25.13075532
119.75,35.58604899,-33.39300682,51.37965532
119.8125,22.25804899,-21.74500682,71.97965532
119.875,23.02604899,-7.158006819,67.61825532
119.9375,22.51404899,0.761993181,53.95465532
120,9.474048993,-0.475506819,41.35325532
120.0625,-4.605951007,-7.405506819,31.82575532
120.125,-11.53395101,-23.49300682,24.61575532
120.1875,-13.05395101,-28.92250682,10.96824532
120.25,-23.29395101,-24.73050682,-4.75534468
120.3125,-39.67795101,-17.55300682,-24.82424468
120.375,-54.52595101,-10.85500682,-40.78924468
120.4375,-60.94195101,-8.395506819,-49.80174468
120.5,-62.20595101,-7.405506819,-61.66284468
120.5625,-62.71795101,-12.34000682,-75.29424468
120.625,-65.03795101,-20.26000682,-85.35284468
120.6875,-68.87795101,-26.44750682,-83.27674468
120.75,-67.34195101,-22.25550682,-77.37034468
120.8125,-58.89395101,-8.395506819,-67.32784468
120.875,-43.53395101,12.40999318,-51.62034468
120.9375,-21.24595101,44.58499318,-41.56174468
121,-0.781951007,81.95749318,-30.74674468
121.0625,22.77004899,119.8094932,-16.58424468
121.125,35.58604899,151.2424932,1.18324532
121.1875,38.38604899,165.8444932,18.17825532
121.25,46.57804899,173.0224932,30.00715532
121.3125,57.58604899,164.8544932,49.07825532
121.375,66.03404899,147.7924932,73.02575532
121.4375,70.38604899,120.8144932,98.00325532
121.5,83.45804899,90.37249318,122.7236553
121.5625,96.24204899,59.92999318,129.4026553
121.625,107.010049,33.18449318,125.5556553
121.6875,112.882049,8.434493181,115.7706553
121.75,114.162049,-13.57750682,110.8626553
121.8125,120.562049,-31.66050682,108.8186553
121.875,122.098049,-48.24300682,108.3036553
121.9375,125.186049,-62.10300682,111.3776553
122,132.082049,-68.77000682,108.0456553
122.0625,140.802049,-63.09300682,100.8357553
122.125,141.058049,-65.80000682,93.11075532
122.1875,125.442049,-71.01300682,89.50575532
122.25,102.658049,-68.77000682,89.76325532
122.3125,82.16204899,-60.60250682,84.87075532
122.375,58.62604899,-45.50500682,74.05575532
122.4375,19.97004899,-31.90800682,55.24215532
122.5,-20.47795101,-24.73050682,35.92965532
122.5625,-51.98195101,-15.32550682,18.69325532
122.625,-74.76595101,1.009493181,-0.10425468
122.6875,-90.63795101,18.33449318,-18.91784468
122.75,-109.069951,31.20449318,-37.71534468
122.8125,-121.085951,48.77699318,-50.31674468
122.875,-126.477951,67.35499318,-67.84284468
122.9375,-123.149951,77.98199318,-89.71424468
123,-115.213951,80.70449318,-103.6353447
123.0625,-105.469951,77.98199318,-118.5703447
123.125,-88.31795101,82.94749318,-131.4293447
123.1875,-81.67795101,92.10499318,-134.0203447
123.25,-65.80595101,99.77749318,-127.3253447
123.3125,-48.90995101,92.10499318,-112.8893447
123.375,-30.22195101,83.44249318,-91.77424468
123.4375,5.618048993,75.52249318,-61.14784468
123.5,41.47404899,66.36499318,-35.39784468
123.5625,67.05804899,38.87699318,-13.51034468
123.625,79.09004899,1.009493181,5.28715532
123.6875,88.81804899,-42.78250682,21.25215532
123.75,84.48204899,-85.10500682,40.58075532
123.8125,69.37804899,-120.0185068,61.67965532
123.875,61.69804899,-148.9755068,84.35575532
123.9375,51.71404899,-169.9975068,112.6646553
124,39.92204899,-185.5905068,108.3036553
124.0625,27.39404899,-196.2485068,84.09825532
124.125,18.94604899,-200.4405068,56.54575532
124.1875,4.594048993,-195.9855068,40.58075532
124.25,-16.90995101,-174.7155068,26.16075532
124.3125,-40.44595101,-148.2175068,13.01215532
124.375,-60.94195101,-118.5335068,-9.64784468
124.4375,-68.87795101,-75.22050682,-34.11034468
124.5,-69.88595101,-24.97800682,-52.13534468
124.5625,-66.31795101,25.01699318,-63.96424468
124.625,-59.66195101,64.86449318,-66.53924468
124.6875,-53.24595101,111.3944932,-59.86034468
124.75,-50.18995101,146.5394932,-49.28674468
124.8125,-57.86995101,180.4474932,-38.98674468
124.875,-68.87795101,211.1524932,-36.68534468
124.9375,-83.46995101,249.5144932,-43.63784468
125,-87.54995101,264.1174932,-60.11784468
125.0625,-81.42195101,266.5924932,-69.90284468
125.125,-63.48595101,261.8744932,-66.28174468
125.1875,-38.14195101,253.7074932,-52.13534468
125.25,-2.317951007,244.0544932,-37.71534468
125.3125,38.89804899,229.4524932,-25.33924468
125.375,78.83404899,227.7194932,-13.25284468
125.4375,121.842049,212.3744932,6.05965532
125.5,175.106049,178.9774932,37.47465532
125.5625,260.082049,153.2374932,80.73465532
125.625,341.490049,116.6074932,124.7836553
125.6875,358.642049,74.28499318,169.8296553
125.75,334.834049,25.77499318,226.9946553
125.8125,292.594049,-22.99800682,305.5486553
125.875,252.658049,-63.09300682,368.6196553
125.9375,212.466049,-102.4455068,348.5506553
126,167.170049,-137.5755068,305.5486553
126.0625,112.114049,-180.1455068,250.9426553
126.125,57.85804899,-226.1805068,187.8546553
126.1875,12.54604899,-265.5325068,132.2506553
126.25,-27.40595101,-289.7875068,82.55325532
126.3125,-60.42995101,-305.3805068,16.63325532
126.375,-90.38195101,-313.7955068,-50.59034468
126.4375,-124.941951,-335.3275068,-95.39534468
126.5,-163.069951,-345.2275068,-118.0553447
126.5625,-195.581951,-346.2175068,-138.3813447
126.625,-221.197951,-338.0505068,-165.1613447
126.6875,-246.541951,-322.4575068,-195.5463447
126.75,-263.693951,-307.6235068,-216.4203447
126.8125,-280.589951,-289.5405068,-233.4153447
126.875,-297.229951,-254.1635068,-251.9553447
126.9375,-304.141951,-202.1725068,-267.1483447
127,-304.653951,-139.8025068,-281.3103447
127.0625,-299.261951,-72.25050682,-289.8083447
127.125,-292.093951,12.16249318,-294.4263447
127.1875,-280.077951,97.79749318,-292.6403447
127.25,-263.693951,178.2194932,-272.0243447
127.3125,-243.213951,222.5224932,-244.2303447
127.375,-209.917951,259.8944932,-216.6783447
127.4375,-161.789951,305.9294932,-189.6243447
127.5,-104.445951,332.6594932,-156.6643447
127.5625,-50.18995101,353.2174932,-128.3553447
127.625,-0.781951007,337.1294932,-112.8893447
127.6875,53.25004899,313.1224932,-95.39534468
127.75,116.738049,298.9994932,-58.81424468
127.8125,179.442049,284.3974932,-2.69534468
127.875,242.674049,262.6174932,57.06075532
127.9375,322.562049,234.4174932,118.5876553
128,369.154049,199.5044932,193.0046553
128.0625,400.114049,153.7324932,254.5636553
128.125,422.642049,101.9894932,304.2606553
128.1875,402.178049,48.03449318,348.0196553
128.25,350.450049,-10.85500682,385.8726553
128.3125,286.962049,-68.27500682,380.4806553
128.375,239.874049,-121.4875068,351.3676553
128.4375,191.490049,-166.3005068,314.5446553
128.5,132.354049,-201.6775068,254.0326553
128.5625,67.84204899,-222.2355068,187.3396553
128.625,7.154048993,-229.6605068,154.3796553
128.6875,-37.62995101,-233.1105068,93.60965532
128.75,-71.93395101,-233.6055068,19.70715532
128.8125,-100.109951,-235.3375068,-32.03424468
128.875,-127.229951,-237.3335068,-51.87784468
128.9375,-152.317951,-242.0205068,-78.65784468
129,-179.709951,-243.0105068,-123.4463447
129.0625,-203.261951,-231.6405068,-165.9503447
129.125,-214.797951,-218.2605068,-196.3193447
129.1875,-222.221951,-199.2185068,-217.1933447
129.25,-232.717951,-179.8975068,-237.5193447
129.3125,-247.565951,-155.3955068,-254.5143447
129.375,-262.157951,-128.6805068,-261.2093447
129.4375,-276.221951,-98.96550682,-261.7243447
129.5,-278.285951,-64.82550682,-250.6683447
129.5625,-269.053951,-31.90800682,-241.6553447
129.625,-246.029951,3.252463181,-232.6433447
129.6875,-213.261951,30.46199318,-216.1633447
129.75,-173.069951,62.63699318,-191.9583447
129.8125,-131.597951,94.81199318,-166.4653447
129.875,-94.20595101,126.2444932,-145.0933447
129.9375,-54.52595101,146.8024932,-117.7983447
130,-11.78995101,157.6774932,-95.13784468
130.0625,25.85804899,163.1374932,-76.08284468
130.125,57.85804899,166.0924932,-51.10534468
130.1875,85.76204899,175.4974932,-18.40284468
130.25,114.162049,165.1024932,25.64575532
130.3125,142.594049,156.9344932,74.05575532
130.375,168.434049,155.7124932,119.3596553
130.4375,196.594049,150.0044932,159.2886553
130.5,229.106049,131.4574932,195.5796553
130.5625,260.594049,102.4844932,231.3886553
130.625,257.794049,77.98199318,246.5646553
130.6875,247.554049,54.96449318,257.9106553
130.75,232.706049,40.11449318,260.2126553
130.8125,213.234049,26.51749318,259.9546553
130.875,198.130049,18.33449318,260.9846553
130.9375,180.994049,20.57749318,254.5636553
131,156.930049,26.02249318,238.5986553
131.0625,130.802049,27.01249318,206.4106553
131.125,119.794049,16.60199318,159.5296553
131.1875,111.346049,11.66746318,115.7706553
131.25,88.56204899,10.92496318,77.90215532
131.3125,56.30604899,4.737463181,49.85075532
131.375,23.28204899,-7.653006819,27.19075532
131.4375,-9.485951007,-23.49300682,3.48465532
131.5,-50.95795101,-35.60500682,-16.84174468
131.5625,-95.75795101,-47.74800682,-33.83674468
131.625,-131.341951,-61.36050682,-44.15284468
131.6875,-147.213951,-74.21500682,-54.19534468
131.75,-145.405951,-82.38250682,-71.68924468
131.8125,-142.605951,-87.84300682,-92.56284468
131.875,-139.789951,-100.6975068,-114.4343447
131.9375,-130.829951,-121.9825068,-131.9443447
132,-117.261951,-148.4655068,-148.4243447
132.0625,-108.557951,-171.4825068,-161.3153447
132.125,-102.653951,-181.1505068,-170.0703447
132.1875,-103.421951,-183.3785068,-174.9633447
132.25,-109.581951,-181.1505068,-176.2503447
132.3125,-111.101951,-177.9175068,-174.9633447
132.375,-112.893951,-173.9735068,-168.2683447
132.4375,-116.493951,-162.0775068,-154.3463447
132.5,-115.213951,-144.0255068,-133.2483447
132.5625,-99.85395101,-129.6555068,-102.6053447
132.625,-75.27795101,-115.0525068,-71.19034468
132.6875,-56.31795101,-95.51550682,-45.69784468
132.75,-51.98195101,-71.01300682,-21.49284468
132.8125,-58.89395101,-38.34300682,-2.95284468
132.875,-60.94195101,-0.228006819,2.47074532
132.9375,-69.62995101,40.85699318,-3.46784468
133,-79.86995101,83.44249318,-13.51034468
133.0625,-80.38195101,139.6244932,-23.79424468
133.125,-71.42195101,185.9074932,-33.57924468
133.1875,-53.50195101,204.7024932,-47.99924468
133.25,-24.33395101,230.9374932,-57.01174468
133.3125,4.354048993,250.5044932,-53.68034468
133.375,12.03404899,260.1424932,-42.60784468
133.4375,8.962048993,239.6144932,-23.02174468
133.5,10.24204899,194.8174932,-4.49784468
133.5625,25.34604899,158.6674932,15.07215532
133.625,48.62604899,124.0324932,34.65825532
133.6875,76.29004899,91.36249318,43.92825532
133.75,118.786049,62.63699318,54.46965532
133.8125,163.058049,34.18999318,77.64465532
133.875,202.738049,0.019493181,108.8186553
133.9375,229.874049,-27.19000682,137.8996553
134,240.898049,-42.53500682,160.8176553
134.0625,244.978049,-53.68800682,185.2796553
134.125,244.978049,-65.32050682,211.2876553
134.1875,241.922049,-75.94750682,231.3886553
134.25,233.218049,-72.49800682,232.9336553
134.3125,205.570049,-61.09750682,236.2646553
134.375,156.162049,-46.26300682,218.4976553
134.4375,102.402049,-33.87250682,185.0226553
134.5,56.05004899,-18.52750682,153.6076553
134.5625,7.154048993,3.252463181,121.4196553
134.625,-35.34195101,17.59199318,75.08575532
134.6875,-66.31795101,37.63949318,25.38825532
134.75,-89.08595101,56.94449318,-16.84174468
134.8125,-103.165951,80.20949318,-42.60784468
134.875,-115.981951,97.79749318,-63.96424468
134.9375,-122.637951,118.3244932,-81.49034468
135,-124.173951,134.1644932,-95.13784468
135.0625,-114.189951,134.9074932,-107.7393447
135.125,-99.34195101,143.3224932,-118.0553447
135.1875,-79.61395101,155.7124932,-125.5233447
