Time,Wave Probe C,Wave Probe G,Wave Probe L
228.5625,-299.261951,-312.5575068,-220.2663447
228.625,-312.077951,-313.3005068,-268.9503447
228.6875,-340.221951,-308.3655068,-311.6793447
228.75,-363.277951,-298.2025068,-341.5653447
228.8125,-365.565951,-282.1155068,-364.4833447
228.875,-365.565951,-259.6085068,-384.3103447
228.9375,-361.229951,-236.0955068,-395.1093447
229,-345.101951,-211.3305068,-396.3963447
229.0625,-327.181951,-173.7255068,-394.6103447
229.125,-311.309951,-120.9925068,-384.3103447
229.1875,-291.341951,-72.99300682,-367.5733447
229.25,-262.413951,-28.92250682,-339.7633447
229.3125,-227.581951,13.15249318,-317.6183447
229.375,-192.013951,56.20199318,-295.9713447
229.4375,-156.173951,98.78749318,-267.9203447
229.5,-123.149951,135.8974932,-236.4893447
229.5625,-93.19795101,166.0924932,-202.7733447
229.625,-65.80595101,182.1794932,-153.5903447
229.6875,-37.88595101,190.0994932,-105.6793447
229.75,-3.341951007,199.5044932,-66.28174468
229.8125,20.97804899,207.9194932,-24.30924468
229.875,30.96204899,221.5324932,12.75465532
229.9375,42.75404899,228.7094932,45.71465532
230,70.13004899,228.2144932,70.43465532
230.0625,112.370049,218.0824932,94.63965532
230.125,153.842049,202.7374932,112.1496553
230.1875,184.322049,187.1444932,134.0536553
230.25,219.122049,169.5724932,159.2886553
230.3125,244.978049,153.2374932,186.8246553
230.375,264.690049,134.9074932,212.0596553
230.4375,278.002049,120.8144932,232.9336553
230.5,272.386049,113.3894932,256.6236553
230.5625,262.386049,110.6524932,281.5846553
230.625,249.858049,104.7124932,304.5186553
230.6875,236.530049,88.87199318,307.0936553
230.75,215.554049,68.59249318,295.5056553
230.8125,201.202049,43.59499318,273.3606553
230.875,179.954049,21.31999318,240.9156553
230.9375,148.738049,6.949493181,209.4846553
231,121.842049,2.509962181,180.1296553
231.0625,107.522049,0.761993181,156.7136553
231.125,96.49804899,-2.687536819,143.3076553
231.1875,83.20204899,-1.960506819,122.9806553
231.25,73.97004899,-1.713006819,102.6221553
231.3125,61.44204899,-4.915036819,82.03825532
231.375,41.20204899,-12.83500682,65.55825532
231.4375,15.34604899,-21.00250682,47.51715532
231.5,-2.829951007,-26.44750682,22.02465532
231.5625,-11.78995101,-32.65050682,4.25715532
231.625,-17.93395101,-33.64050682,-8.08674468
231.6875,-19.72595101,-37.09000682,-16.32674468
231.75,-22.26995101,-45.52050682,-29.73284468
231.8125,-28.41395101,-52.93000682,-39.50174468
231.875,-37.37395101,-52.43500682,-40.53174468
231.9375,-48.38195101,-56.16300682,-47.48424468
232,-64.25395101,-58.62250682,-59.34534468
232.0625,-76.55795101,-53.93550682,-75.56784468
232.125,-81.14995101,-50.95000682,-85.35284468
232.1875,-79.35795101,-55.66800682,-92.82034468
232.25,-69.88595101,-64.33050682,-101.5753447
232.3125,-70.65395101,-68.52250682,-109.5583447
232.375,-77.32595101,-73.24050682,-113.6613447
232.4375,-81.67795101,-77.20050682,-111.8753447
232.5,-81.14995101,-76.21050682,-109.3003447
232.5625,-80.38195101,-74.21500682,-105.4213447
232.625,-83.21395101,-70.27050682,-101.0603447
232.6875,-88.31795101,-74.71000682,-96.15174468
232.75,-96.25395101,-82.63000682,-87.67034468
232.8125,-102.653951,-88.33800682,-85.86784468
232.875,-108.813951,-96.01050682,-85.35284468
232.9375,-110.093951,-95.26800682,-83.80784468
233,-107.277951,-89.80750682,-80.18674468
233.0625,-104.957951,-90.79750682,-79.92924468
233.125,-107.789951,-85.36800682,-90.48674468
233.1875,-110.845951,-71.01300682,-103.1203447
